,sigma_hat,var_fhs
2023-03-10,0.013362266319937682,33288.348547011956
2023-03-13,0.013005296048211162,32399.056974636722
2023-03-14,0.013024102278713496,32445.90743703793
2023-03-15,0.012697733713416497,31632.851455644697
2023-03-16,0.012349289427879623,30764.79999278326
2023-03-17,0.012046645850487394,30010.848181875623
2023-03-20,0.012337260049394618,30734.83216141207
2023-03-21,0.01240679077020689,30908.048501642497
2023-03-22,0.012067126582763961,30061.870197018605
2023-03-23,0.011916297559484137,29686.121878752216
2023-03-24,0.01181645675340755,29437.396440094177
2023-03-27,0.011562556447375076,28804.874854231828
2023-03-28,0.011278334905006192,28096.81639016517
2023-03-29,0.011005683165633433,27417.58085370179
2023-03-30,0.011221198045415881,27954.475888083874
2023-03-31,0.011416550261356581,28441.14128585118
2023-04-03,0.011602027236281749,28903.205283149447
2023-04-04,0.011416943351495228,28442.120559967738
2023-04-05,0.01116247598657385,27808.186305513962
2023-04-06,0.010996410260160175,27394.480003737684
2023-04-10,0.010716471598024723,26697.091137670493
2023-04-11,0.01042980197422708,25982.933963555643
2023-04-12,0.010231224918931558,25488.23478065929
2023-04-13,0.009985090742342247,24875.060333790836
2023-04-14,0.013041987055435118,32490.462355113963
2023-04-17,0.013290272434136031,33108.99592026157
2023-04-18,0.012959576429272068,32285.15933375448
2023-04-19,0.01260910969509953,31412.06950588142
2023-04-20,0.012293268207865565,30625.238794614776
2023-04-21,0.012203183893226666,30400.818925071846
2023-04-24,0.011961467773135415,29798.650830051683
2023-04-25,0.011649692187230422,29021.94917454219
2023-04-26,0.013382945327517016,33444.66791678576
2023-04-27,0.013457435271118003,33630.822112734895
2023-04-28,0.01656740651586074,41402.80002684263
2023-05-01,0.016342434338370043,40840.58299744014
2023-05-02,0.016316997273112574,40879.982083434435
2023-05-03,0.015843915296411805,39694.740558427184
2023-05-04,0.015385089473220221,38545.215856207804
2023-05-05,0.014946889852986535,37447.367255495024
2023-05-08,0.014514654280351348,36364.460751964136
2023-05-09,0.014118964166928696,35373.11384685894
2023-05-10,0.01371685988404834,34365.69712644874
2023-05-11,0.01336263848066944,33478.24434446172
2023-05-12,0.01329298477089652,33303.736598955504
2023-05-15,0.012925786258962235,32383.771464581623
2023-05-16,0.012625776121474539,31632.137518698994
2023-05-17,0.012831442233895487,32147.405545665704
2023-05-18,0.01260412005350258,31577.881232700216
2023-05-19,0.012248069927295486,30685.84683834905
2023-05-22,0.012030416297617497,30140.545743257713
2023-05-23,0.011689366672912921,29286.09303274221
2023-05-24,0.011803082903695826,29570.993336345316
2023-05-25,0.011936884980425213,29906.21595162619
2023-05-26,0.011621968105318577,29117.235234362473
2023-05-30,0.011794451216633703,29549.367837085665
2023-05-31,0.011469845385504432,28736.11277926879
2023-06-01,0.011354385195998939,28446.84322805595
2023-06-02,0.011531232584998519,28889.90992548795
2023-06-05,0.011665995613870947,29227.540073584638
2023-06-06,0.01133782522996022,28405.354521302244
2023-06-07,0.011081779597978068,27763.867569213337
2023-06-08,0.011305278814963819,28323.813975596247
2023-06-09,0.01202322117146301,30122.519348856815
2023-06-12,0.01169245121317169,29293.820922157374
2023-06-13,0.011940111285044155,29587.301646431195
2023-06-14,0.011671711914760774,28922.214618286533
2023-06-15,0.011341630873916366,28104.281929881497
2023-06-16,0.01194539230273358,29600.387878179543
2023-06-20,0.011673878600741656,28927.583612775703
2023-06-21,0.012130081337265654,30058.04275634917
2023-06-22,0.012118495781344241,30029.334034160136
2023-06-23,0.011774029612590171,29175.755353140376
2023-06-26,0.011738005308561148,29086.48801513453
2023-06-27,0.011454145281508822,28383.089860355085
2023-06-28,0.011374069448831086,28184.663919468505
2023-06-29,0.01111823421014538,27550.71049993363
2023-06-30,0.011023247850065207,27315.336639431276
2023-07-03,0.011641822936599246,28848.150466650324
2023-07-05,0.011362664359767294,28156.402389707262
2023-07-06,0.011046880431304282,27373.89759360598
2023-07-07,0.011022532943196882,27313.565117821694
2023-07-10,0.010716646146518396,26555.585170488775
2023-07-11,0.0104467938262061,25886.89776796263
2023-07-12,0.010513680162068212,26052.64046063382
2023-07-13,0.010977539240648896,27202.07183122691
2023-07-14,0.011081834481881643,27618.588161517597
2023-07-17,0.010775971567605796,26856.30445505388
2023-07-18,0.010569005258882196,26340.494797971176
2023-07-19,0.011744447988225864,29269.97986673578
2023-07-20,0.01142323602150116,28469.442641962647
2023-07-21,0.011680641226722048,29110.958120762647
2023-07-24,0.011425646281150816,28475.449586817762
2023-07-25,0.011180331231635688,27864.06567439263
2023-07-26,0.01121724668578913,27956.067835833157
2023-07-27,0.010910752491559149,27192.210828387873
2023-07-28,0.011614715223806088,28946.654717147674
2023-07-31,0.011668883713211366,29081.655578481772
2023-08-01,0.011465777591359149,28575.466432479752
2023-08-02,0.011427083497350327,28479.031474128773
2023-08-03,0.011884792820123693,29619.75283249527
2023-08-04,0.0115557286289548,28799.645982004447
2023-08-07,0.011379266803927339,28359.860811089704
2023-08-08,0.011205038763098536,27925.642765899975
2023-08-09,0.011434225942317517,28496.832159235346
2023-08-10,0.011677526433631333,29103.195309675597
2023-08-11,0.011362605683758369,28318.33730548162
2023-08-14,0.011048949561284882,27536.631055934486
2023-08-15,0.010767274820673214,26834.630076838916
2023-08-16,0.010905735005873768,27179.706051225083
2023-08-17,0.01080168468724018,26920.387713352942
2023-08-18,0.010623590321370467,26476.533859292573
2023-08-21,0.010357748275756841,25813.991751681937
2023-08-22,0.01029926695303492,25668.24227581327
2023-08-23,0.01002363327989622,24981.29708507699
2023-08-24,0.00989445000826875,24659.34140325645
2023-08-25,0.009852047180051669,24553.66339016883
2023-08-28,0.009588049525392613,23895.71794697024
2023-08-29,0.009348603350055959,23298.96067593485
2023-08-30,0.009910796991827486,24700.082005124306
2023-08-31,0.009721573058235016,24228.49060022314
2023-09-01,0.009540833176156567,23778.043485564704
2023-09-05,0.009302839881956751,23184.907142619475
2023-09-06,0.009262140362369898,23083.474182970178
2023-09-07,0.00939059591749169,23403.616220804106
2023-09-08,0.009163891854453841,22838.615348266085
2023-09-11,0.00993192687227968,24752.742732647836
2023-09-12,0.010025143959309448,24985.06206032781
2023-09-13,0.01017692047735489,25363.32552846928
2023-09-14,0.009946645688308237,24789.425550712167
2023-09-15,0.010073859067414884,25106.47178813124
2023-09-18,0.01013291092944719,25253.64318473597
2023-09-19,0.009936351998548651,24763.771208139442
2023-09-20,0.009674901837216515,24112.174729018545
2023-09-21,0.009795759303303194,24413.380507497728
2023-09-22,0.01001020270151225,24947.82486405038
2023-09-25,0.009755571022671912,24352.5200460487
2023-09-26,0.009508833545650224,23736.597170666213
2023-09-27,0.010123313395090795,25270.503573132853
2023-09-28,0.010170990863636414,25389.51931355479
2023-09-29,0.009934945274416802,24800.286255859555
2023-10-02,0.009937738690313988,24807.259370654687
2023-10-03,0.009770467353101584,24389.705279445916
2023-10-04,0.009632176154247636,24044.493381089964
2023-10-05,0.00937728163017575,23408.208329947094
2023-10-06,0.00913951151936416,22814.67040413693
2023-10-09,0.009345482533681056,23328.82926202441
2023-10-10,0.010696889855283635,26702.304152753066
2023-10-11,0.010600650432956027,26462.06475969175
2023-10-12,0.010353701927653773,25845.615101159336
2023-10-13,0.010100686527593763,25214.02084720936
2023-10-16,0.010792252468408177,26940.354795033458
2023-10-17,0.010522000804305591,26265.734206218993
2023-10-18,0.010308347460449169,25732.398194715708
2023-10-19,0.010205155369643178,25474.803077617344
2023-10-20,0.010136843666632867,25304.27875740357
2023-10-23,0.00987585809551762,24652.78882026478
2023-10-24,0.010035025111867294,25050.11235440923
2023-10-25,0.009845896323395355,24577.996206431424
2023-10-26,0.009842112107038723,24568.54978812651
2023-10-27,0.01026813956849133,25632.028519518113
2023-10-30,0.01004845149979662,25083.62821733874
2023-10-31,0.009830464807588854,24539.47500688858
2023-11-01,0.009578052825998096,23909.387047171356
2023-11-02,0.009342371689197588,23321.06376039793
2023-11-03,0.010490548096384675,26187.21981701855
2023-11-06,0.010622170871316217,26515.78554193488
2023-11-07,0.010361891389896648,25866.058193928835
2023-11-08,0.010125937122742755,25277.053100586578
2023-11-09,0.010394642063491688,25947.812653344005
2023-11-10,0.010184610119541623,25423.51662664626
2023-11-13,0.010590879053270217,26437.67277698534
2023-11-14,0.010344976284244087,25823.8335564855
2023-11-15,0.013433084415438614,33532.57915369439
2023-11-16,0.013206476229063948,32966.90438299538
2023-11-17,0.012986269813187295,31954.65283907709
2023-11-20,0.012628945585717262,31075.40330829948
2023-11-21,0.012740104620820486,31348.926685508482
2023-11-22,0.012433636777057949,30594.81686839782
2023-11-24,0.012123842129772817,29832.52095526747
2023-11-27,0.01190208598376681,29286.85689911504
2023-11-28,0.011574951843328421,28481.89457814868
2023-11-29,0.011589678206565136,28518.130990265534
2023-11-30,0.011291005050503157,27783.201164256512
2023-12-01,0.011171808998947954,27489.90150992718
2023-12-04,0.011711199456935637,28817.152142915285
2023-12-05,0.01924056942428673,48038.72368417657
2023-12-06,0.018870417787388225,47114.55081724634
2023-12-07,0.018405152062361315,45952.90268140307
2023-12-08,0.018079909783466953,45140.8568618809
2023-12-11,0.017594869892304715,43929.837749425
2023-12-12,0.0171377806063378,42788.60406640077
2023-12-13,0.016677631991880684,41639.732031685424
2023-12-14,0.018515292543318358,46227.89496538709
2023-12-15,0.01806861473882805,45112.656057817185
2023-12-18,0.01776982740263702,44366.66138546126
2023-12-19,0.017604766422290686,43954.5468242421
2023-12-20,0.017590385185660612,43918.64059727582
2023-12-21,0.01892406748147923,47248.500222450806
2023-12-22,0.019273071924645648,48119.874018106704
2023-12-26,0.01882933984098741,47011.98981329958
2023-12-27,0.018597774644105017,46433.83143021849
2023-12-28,0.018088784257307252,45163.0141269418
2023-12-29,0.01758631422673664,43908.47646613365
2024-01-02,0.017182239162443103,42899.60557810469
2024-01-03,0.016910713983124413,42221.677457842175
2024-01-04,0.017788571667333893,44413.46096465145
2024-01-05,0.017308735778030503,43215.43489839062
2024-01-08,0.016858552079337282,42091.4426800862
2024-01-09,0.017077989690170454,42639.32161860786
2024-01-10,0.01661712795874205,41488.66911532204
2024-01-11,0.016332301168472726,40777.530314080126
2024-01-12,0.015879875335731618,39647.94006717197
2024-01-16,0.01559278262131334,38931.143839599245
2024-01-17,0.015445992266582968,38564.64630333123
2024-01-18,0.015999007316037497,39945.38179863336
2024-01-19,0.01644078011403922,41048.37417408781
2024-01-22,0.016599483616395235,41444.615757653846
2024-01-23,0.01614809593716684,40317.617511462464
2024-01-24,0.015780236861459684,39399.16857666606
2024-01-25,0.015368744336752586,38371.77820912545
2024-01-26,0.015209514384625264,37974.22221669033
2024-01-29,0.014837115677421787,37044.4389965996
2024-01-30,0.015022678753121894,37507.74198535062
2024-01-31,0.014622380359592955,36508.30046707189
2024-02-01,0.016002561929483062,39954.2567487115
2024-02-02,0.01646075446266817,41098.24495459321
2024-02-05,0.01662557905317784,41509.769311552045
2024-02-06,0.016307020016476804,40714.40981861201
2024-02-07,0.015884578678859302,39659.683098052206
2024-02-08,0.015898982841328936,39695.646564908195
2024-02-09,0.015469880957123903,38624.29018282184
2024-02-12,0.015207226892084131,37968.5109396647
2024-02-13,0.014800826682432704,36953.83476526867
2024-02-14,0.016833489187268222,42252.095798541646
2024-02-15,0.016708219528137898,41937.66867179787
2024-02-16,0.016890679481693635,42166.23583342204
2024-02-20,0.016481081924496037,41143.708159961294
2024-02-21,0.01618239506519153,40398.06020876856
2024-02-22,0.0157693363553026,39366.89204332545
2024-02-23,0.019055192238145863,47569.769507241035
2024-02-26,0.018541149685606214,46286.50322288031
2024-02-27,0.01820406909665451,45445.008384024884
2024-02-28,0.017737085114266485,44279.220071414646
2024-02-29,0.017272404500994508,43119.18193631881
2024-03-01,0.017019460295537886,42487.72687664871
2024-03-04,0.01655378509434592,41325.20583203838
2024-03-05,0.01647413683122665,41126.370287852624
2024-03-06,0.01623201823276653,40521.940493693546
2024-03-07,0.016075985530216344,40132.41728116749
2024-03-08,0.01624294296658076,40549.2132214087
2024-03-11,0.015798625797917538,39440.01080364941
2024-03-12,0.015367101581615798,38362.7449723883
2024-03-13,0.014979903676758282,37396.13624666332
2024-03-14,0.014597377064345902,36441.1890304177
2024-03-15,0.014209313453343461,35472.41913826309
2024-03-18,0.014294376761162504,35684.77291018543
2024-03-19,0.014126049742672358,35264.5579172667
2024-03-20,0.013769234663986949,34373.79749681845
2024-03-21,0.01449125458550988,36176.26271560147
2024-03-22,0.014158455733472632,35345.45689187462
2024-03-25,0.014249776593994776,35573.43214565059
2024-03-26,0.013887782235861347,34669.74206663597
2024-03-27,0.01351440879423874,33737.645012135676
2024-03-28,0.013966793803300898,34839.09348294627
2024-04-01,0.013789572319848807,34397.028115895846
2024-04-02,0.0136730597176683,34106.39638634681
2024-04-03,0.013307312296253242,33194.06755946786
2024-04-04,0.013156174760909998,32817.066595842196
2024-04-05,0.014337770606595579,35764.4666009294
2024-04-08,0.016252904823129122,40541.621683324345
2024-04-09,0.01586395883107248,39571.425805307146
2024-04-10,0.015455610023013574,38552.83109431115
2024-04-11,0.015928170919483495,39731.597923718306
2024-04-12,0.016881115427744328,42108.64474455081
2024-04-15,0.019376265477168354,48576.9417910952
2024-04-16,0.022058542807234457,55301.50024038607
2024-04-17,0.02147159218833948,53829.99552334421
2024-04-18,0.02145525754746353,53789.0440355591
2024-04-19,0.020865971191249777,52311.68354739832
2024-04-22,0.02039976504821917,51142.88924597143
2024-04-23,0.020336765328325353,50984.94685352521
2024-04-24,0.01990826987093002,49910.6944948254
2024-04-25,0.01935914556370103,48534.021598814055
2024-04-26,0.01882555813319766,47196.30016933815
2024-04-29,0.018656932590583153,46773.55032738698
2024-04-30,0.018166022593651618,45453.75847083911
2024-05-01,0.020181383865917935,50496.455298326764
2024-05-02,0.019630599552175866,49118.321089955374
2024-05-03,0.019157915163935432,47935.60308411488
2024-05-06,0.018868095617774597,47210.436769727145
2024-05-07,0.01956367233665075,48950.86046537884
2024-05-08,0.019053535871782795,47674.4324778138
2024-05-09,0.01857179189590964,46469.04620180133
2024-05-10,0.019037176523343958,47633.49925377724
2024-05-13,0.018763022970176575,46722.19683866726
2024-05-14,0.01849441846268444,46053.3391236419
2024-05-15,0.018443322278876358,45926.1034451811
2024-05-16,0.020097978820296097,50046.39838653904
2024-05-17,0.01963157820116029,48885.00442738992
2024-05-20,0.01970927103660727,49078.46898565847
2024-05-21,0.019246498550337904,47926.109516218814
2024-05-22,0.018729654303039148,46639.10482110075
2024-05-23,0.019237429199501454,47903.525735574665
2024-05-24,0.020790282252353912,51770.31767588295
2024-05-28,0.02057284405846769,51228.87027099812
2024-05-29,0.02002066038583238,49853.8661320077
2024-05-30,0.019779437504006934,49253.19197707258
2024-05-31,0.01941759354945974,48352.15676030033
2024-06-03,0.018889278863054266,47036.589284300855
2024-06-04,0.01841690028328574,45860.30948006058
2024-06-05,0.018095545603689447,45060.0974556448
2024-06-06,0.018692504758038832,46546.597960307015
2024-06-07,0.018220913741215733,45372.279283067306
2024-06-10,0.01942154677273561,48362.00076445339
2024-06-11,0.019177887819770853,47755.260497705436
2024-06-12,0.01866236743934759,46471.55239124706
